reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,day_diff,helpful_yes,total_vote
A1YA2FRPTFO9UJ,B007WTAJTO,Brad Gordon,"[0, 0]",As soon as this card arrived I tested some clips I recorded in full HD video (1920 x 1080p x 30FPS) from my Canon T3i.  The card performed flawlessly.I purchased this to expand my Surface Pro's available memory and I am very pleased.,5,Plays Full HD video,1372982400,07-05-2013,580,0,0
AWRR70EUQQ9Q3,B007WTAJTO,Brad,"[0, 0]",I use this in my Trailcam and it works great. I take an old camera with me in the woods to just flip through the pics and delete.,5,Great,1401840000,06-04-2014,246,0,0
A1P5NFHTKXTHHP,B007WTAJTO,bradley,"[0, 0]",this works just exactly the same as others listed for 2 times the prices. Thank you for offering it at this price.,5,price,1395532800,23-03-2014,260,0,0
A298M3XMKHWBQK,B007WTAJTO,bradwyatt83,"[0, 0]","its a sandisk, cant go wrong. i use it for my gopro and it dont skip a beat. i have 2 of these and they write data fast.",5,awesome,1390608000,25-01-2014,317,0,0
A2KZB2KXP62QZD,B007WTAJTO,Branden Crom Jr.,"[0, 0]","Love Sandisk, never had a problem with them and still have not. Popped this into my Samsung Galaxy Relay 4g running Android 4.0.4 and the phone detected it without a problem. Has the write speeds expected and gets the job done. Would recommend a different card if you plan to go to 64gb, buy the Samsung UHS-1 SDXC, writes at much higher speeds and has less lag. Would buy this again for the cheap price, fifty elsewhere.Sincerely, iSklcndykid",4,Words as advertised,1366329600,19-04-2013,598,0,0
AOOJ8Y18T3DGM,B007WTAJTO,Brandon Batson,"[0, 0]","Bought October 7th. Passed away December 23rd. RIP.I didn't really even use it because of the built in storage on my GS3. I had about 15 gb of music and movies on it, but only for when I was unexpectedly bored and without my zuneHd. On to the next brand I guess.",1,Fast while it lasted.,1356307200,24-12-2012,714,0,0
A8I7ZSX0J2BUA,B007WTAJTO,"Brandon C. Diamond ""BDiamond""","[0, 0]","Bought this to use with my Samsung HMX W300. Works well, good transfer speeds and comes with a normal size SD card to transfer if needed.",5,It's so small.,1357689600,01-09-2013,463,0,0
A12SAVX4QEWDIC,B007WTAJTO,Brandon C Doan,"[0, 0]",I purchased this memory card to use in my Samsung Galaxy S4 and it worked right out of the box. I haven't had any issues with it at all and the transfer speeds have been excellent. I would highly recommend this or the 64GB version to anyone looking to increase the storage capacity of your mobile phone.,5,"Fast, Reliable Storage",1377043200,21-08-2013,474,0,0
AYXYB6KVF0C6K,B007WTAJTO,Brandon Dees,"[0, 0]",No complaints about this card. It's much faster than what came with my Android devices and of course the capacity is nice. I have not experienced any issues indicating any defect.,5,Good value for a fast microSD,1391644800,02-06-2014,189,0,0
A2YS6NQ5QRGHVH,B007WTAJTO,Brandon G,"[0, 0]","I bought this to go along with my new S4 that I purchased and I have to say I am pleasantly surprised at how much 32GB can get you on a phone!  I have pushed all of my apps to my SD card which has given me plenty of free room on my phone (a major detraction placed on the S4 especially).  I do notice that since moving most of my apps to the card, some load times and other features may take an extra second to really get going.  This may lead me towards going with more powerful SD cards in the future though I am assured this will work for all of my current needs.",4,"Good value for memory, could be faster",1383091200,30-10-2013,404,0,0
A3DQ3F153IOW5V,B007WTAJTO,Brandon,"[0, 0]",Fast transfer speed and got it for a great price. Used in my GoPro Hero 3 BE for many hours of recording and haven't had an issue.,5,"Speed is great, longevity looking good so far.",1383436800,11-03-2013,637,0,0
A1UX8UU1ULGEE5,B007WTAJTO,Brandon,"[0, 0]",Fits my camera perfectly and gets me about 2 hours of video at highest resolution! I love how easy it is to use and the capacity is perfect for my needs.,5,Bought this for my GoPro Hero 3 HD White Edition,1394668800,13-03-2014,270,0,0
A1D5K72RBJH9ON,B007WTAJTO,brandon,"[0, 0]",holds a lot of memory. slides right into my car cam with no problem and easy to get out as well,5,get it if u need one.,1354838400,12-07-2012,879,0,0
A3NP1EHVYGAL9T,B007WTAJTO,Brandon,"[0, 0]","I recently bought a new phone with a lower storage amount and supplement it with this external SD card.  So far I haven't had any issues with the phone recognizing and playing files from the card and being cheaper than anything comparable I would have found in a store, this works!",5,Inexpensive and exactly what I needed,1363478400,17-03-2013,631,0,0
A3PRRPPBJLK438,B007WTAJTO,Brandon,"[0, 0]",I use this in my dash cam and it has worked perfectly for months in the hot sun and freezing cold.,5,Does its job very well.,1368489600,14-05-2013,573,0,0
A5Y4DTDF5LZI2,B007WTAJTO,Brandon,"[0, 0]","Use it on my tablet, and in an adapter for a usb flash drive on my pc.  So far, it's stored movies, audio, books, pdf's, etc.  Very happy with it.  Will be looking for a 64 soon.",5,works great,1391299200,02-02-2014,309,0,0
A2KR1481ARVYNP,B007WTAJTO,Brandon,"[1, 1]","Very fast card in my SGS3.  Sandisk always makes quality cards.  I always get read/write speeds of at least 14MB/s and 22MB/s with this card (see my uploaded pic).  Card hasn't given me any problems.  Reliable, fast, great price.  A++!!!",5,Great 32GB Card!,1345161600,17-08-2012,843,1,1
AMIJ6W24OKETQ,B007WTAJTO,Brandon R. Richmon,"[0, 0]","I bought this for my Note 3. I put some of my data on it, and when I go to access my data, my data is there. It feels faster than the Note 3's internal storage. Currently a very good piece of tech. I'll update this review if anything new develops.",5,Stuck It Inside My Note 3. Stores a Bunch Of Data.,1389916800,17-01-2014,325,0,0
A2O09OEIOKYZGQ,B007WTAJTO,Brandon Spiller,"[0, 0]",Works great in my Verizon Samsung Galaxy S3. The only thing I found that didn't work was trying to transfer my files using a USB MicroSD card reader. When I used this USB Reader it copied my files but the phone didn't show them or couldn't write to the card. I had to put the microSDXC card in the phone and copy my files the slow way using the USB cable. The card does run hot when copying files to or from it. That would be normal I assume with it being Class 10. Best bang for the buck IMO. I would buy another one if I needed it!,5,Great Memory Card for Galaxy S3,1355184000,12-11-2012,756,0,0
A1987KVD4EHEM5,B007WTAJTO,Brandon Warren,"[0, 0]",YES,5,Five Stars,1405296000,14-07-2014,147,0,0
A3KF5HNR0HNZ4K,B007WTAJTO,"Brandon Williams ""~B*DUB~""","[0, 0]","Ayyy what can you say. It works. It used to have a delay for my phone recognizing it and all the data on it, but that may be a phone problem. Got it for $42.99 on black friday. Can't knock it at all. *****FIVE STARS*****",5,Works for the Droid 3,1356393600,25-12-2012,713,0,0
A3HQ6XGQWXEQH3,B007WTAJTO,Brandt Barretto,"[0, 0]","Don't buy the ultra-cheap substitutes.  Some of them misstate their capacity.  I know that with SanDisk that I was going to get what I paid for.Sure enough, I did.  I use this in my phone to primarily hold music.  Transfer speeds have been more than acceptable and there have been no problems with file integrity.",5,"Go for the name, get what you pay for",1386806400,12-12-2013,361,0,0
A26DHMHAXMBJ99,B007WTAJTO,Bravo Papa,"[0, 0]",Works great in my Motorola Atrix 4G.  Consistently reliable - never any problems.  Will definitely purchase SanDisk again in the future.  Keep up the great work!,5,Fast and Reliable R/W,1400198400,16-05-2014,206,0,0
A3S6N7PEWZRLSI,B007WTAJTO,Breanne,"[0, 0]",I always purchase SanDisk memory cards.  I've never had any issues with them. I will continue to buy SanDisk products in the future.,5,Good quality,1400457600,19-05-2014,203,0,0
A2V12SVGIKWVFP,B007WTAJTO,Brendan Riley,"[0, 1]","The SanDisk Ultra 64 GB is just a storage device, so I don't find that there will be many ""features"" to get excited about. That being said, it is advertised as having 30MB/s transfer speed, but this is misleading. It can READ up to 30 MB/s, however, and the packaging says this too; it writes at a slower rate. I used this for my phone (too much music) and had the stock 8 GB microSD that came with my phone. I had about 6.5 GB of data that I wanted to transfer back to my new microSD card, and this took about 30 minutes. If this were a strict transfer from my internal hard drive to an external it would be faster, but this is not such a connection. It lost a star because the transfer took so long, but in reality, I don't expect to be transferring 6 + GBs of data anytime soon so this problem will be minimal for me. Other than that it works great, and I have not had any issues with the formatting or reading.",4,It does what it is supposed to,1372032000,24-06-2013,532,0,1
A1KLR710LRTJ3Q,B007WTAJTO,Bren,"[0, 0]","I picked this up to slam into my s3 phone & it works greatif you are thinking about it for that just order it.If you have an s3, 64 gig is the largest card it will support",4,it works fine,1397865600,19-04-2014,233,0,0
A162M4KM9LLKIN,B007WTAJTO,Bren,"[1, 2]","This does not appear to work with the Samsung Galaxy S3.  It worked for a few weeks, then my phone started giving me ""Unexpected Unmounted SD Card"" error messages.  After a bit of searching, people seem to agree that the S3 and Sandisk micro SD cards do not work together.",1,"Great Micro SD, just not for a Galaxy S3",1355443200,14-12-2012,724,1,2
A3A9MLXWP9BYDM,B007WTAJTO,Brennan,"[0, 0]",I put this into my new tablet before I went on a long road trip and I was able to watch a few movies off of it during a 12 hour bus ride.,5,Used everyday,1395792000,26-03-2014,257,0,0
A3A2MI11YF663Z,B007WTAJTO,brent8577,"[0, 0]","this card would not show 64 GB until i spent $60 on a card reader that supports sdxc, and after doing that, it is transferring at class 1 speed. i managed to get it formatted in FAT32 with 59 GB free for my Cowon J3, but it's taking 10 hours to transfer 30 GB to it. i got a refund because this is not the service and quality i paid for. i just hope the music lists on my PMP when i turn it on tomorrow. i have it in the microSDXC slot of the AFT PRO-57U, which is connected to a Syba VIA VL800 USB 3.0 card. feel free to tell me i am doing it wrong and how to get class 10 speed.UPDATE: the transfer finished, but the data does not show in my Cowon J3, so the early versions that worked are gone. do not buy these for a device that is not SDXC specific because they have changed something in them.",2,"compatibility issues, VERY slow write speed",1348444800,24-09-2012,805,0,0
A1V9NWRDX5XHJB,B007WTAJTO,Brent Bolinder,"[0, 0]","I purchased this card for my parent's ASUS Transformer Tablet as a Christmas gift.  It installed with no issues and they love it.  I made the mistake of buying a no name SD card for my tablet (Motorola Xoom) previously and had to return it as my tablet didn't recognize it.  The SanDisk brand is excellent quality.  I guess it just goes to show you, you get what you pay for.  The Amazon price is good.  Never again will buy cheap for a memory card.",5,Great SD Card,1362441600,03-05-2013,584,0,0
A3H0LQG4E5JL4Q,B007WTAJTO,Brent L,"[0, 0]",l went With the largest Capacity that my Camera Could handled.  Don't skimp on memory .  You really do get what you pay for when it Comes to memory. All memory cards are not created equal.  I trust SanDisk. That's why I'm willing to pay a little bit more.,5,All sd cards are not created equal.,1404777600,07-08-2014,123,0,0
A39H899WOOFLGE,B007WTAJTO,Brent Merwin,"[0, 0]","Bought this for my sons tablet, and it works fine. Sandisk has always been the leader in these flash memory cards, and has always been well worth the money.",5,Fast card,1355788800,18-12-2012,720,0,0
A388WIZ0V7ET1,B007WTAJTO,brenton,"[0, 0]","Fast, reliable, good brand name and customer service, top of line product. One thing to note is if you don't have a high end device then you don't need a class 10, a class 4 or 6 will yield you the same results. So keep that in mind.",5,CLASS 10 :),1356566400,27-12-2012,711,0,0
A4N7V27LJPYQM,B007WTAJTO,Bret Peters,"[0, 0]","Seems to be fast. I use it in a Galaxy note for media storage, and it seems to move files as well as any USB stick.",5,"Works well,",1401753600,06-03-2014,277,0,0
A2QZ3EJK0XE5UR,B007WTAJTO,Brett D,"[1, 2]","Ever since my SanDisk Ultra 64GB Micro SDXC card arrived, my life has been pure bliss.  Not only am I finally able to carry vast amounts of music, movies, and TV shows with me on my Samsung Galaxy Note 8, but my car now gets 14 more MPG, my landlord LOWERED my rent $300, I got a promotion at work, and my cat no longer sheds on the furniture!",5,Changed My Life,1384732800,18-11-2013,385,1,2
A1NSRYL5JH2YOO,B007WTAJTO,"Brett East ""Prime is GOOD""","[0, 0]","Not going to go on a rant about apple, but sure glad other phones allow these TINY slots that quadruples the memory. I drop and dragged tons of my music to the SD card and Android just finds it automatically and adds it to your list of music.",5,Why spend $200 for extra memory? Apple will not let you use these,1379116800,14-09-2013,450,0,0
A1LRDKHATAJTHV,B007WTAJTO,Brett in Denver,"[2, 2]","The description on the Amazon page calls this a class 10 card with UHS-1 performance.  And while technically correct, (Full HD 1080p recording). You would expect more performance in the Sequential Write speeds.  It actually doesn't even hit the class 10 speed unless you round up (9.951 MB/s).  I have 2 of these cards and they both report the same speed.  My Kingston 8GB SDHC Class 4 writes at 11.854 MB/s.  Now keep in mind the Sandisk beats the other cards in the random reads and writes.  So maybe the design for those faster random reads and writes causes the sequential writes to run slower than expected.  Here is the test for the San Disk followed by the Kingston-----------------------------------------------------------------------CrystalDiskMark 3.0.2 (C) 2007-2013 hiyohiyoCrystal Dew World : [...]-----------------------------------------------------------------------Sandisk Ultra 16GB Class 10 Micro SDHC (UHS I Speed?)* MB/s = 1,000,000 byte/s [SATA/300 = 300,000,000 byte/s]Sequential Read :  20.651 MB/sSequential Write :  9.951 MB/sRandom Read 512KB :  20.191 MB/sRandom Write 512KB :  2.628 MB/sRandom Read 4KB (QD=1) :  3.656 MB/s [  892.5 IOPS]Random Write 4KB (QD=1) :  1.665 MB/s [  406.4 IOPS]Random Read 4KB (QD=32) :  3.293 MB/s [  803.9 IOPS]Random Write 4KB (QD=32) :  1.618 MB/s [  395.0 IOPS]Test : 1000 MB [F: 0.0% (0.0/14.8 GB)] (x1)Date : 2013/03/26 21:28:09OS : Windows 7 Home Premium Edition SP1 [6.1 Build 7601] (x64)=======================================================================-----------------------------------------------------------------------CrystalDiskMark 3.0.2 x64 (C) 2007-2013 hiyohiyoCrystal Dew World : [...]-----------------------------------------------------------------------Kingston 8GB SDHC Class 4* MB/s = 1,000,000 byte/s [SATA/300 = 300,000,000 byte/s]Sequential Read :  20.287 MB/sSequential Write :  11.854 MB/sRandom Read 512KB :  19.925 MB/sRandom Write 512KB :  1.728 MB/sRandom Read 4KB (QD=1) :  3.747 MB/s [  914.7 IOPS]Random Write 4KB (QD=1) :  0.017 MB/s [  4.2 IOPS]Random Read 4KB (QD=32) :  3.684 MB/s [  899.5 IOPS]Random Write 4KB (QD=32) :  0.017 MB/s [  4.3 IOPS]Test : 1000 MB [F: 53.3% (4047.8/7592.0 MB)] (x1)Date : 2013/03/27 10:48:56OS : Windows 7 Home Premium Edition SP1 [6.1 Build 7601] (x64)",4,Performance is as advertised (barely) - Test included.,1364342400,27-03-2013,621,2,2
A1ZANXXQBZL2NX,B007WTAJTO,Brett Kerigan,"[0, 0]","I haven't experienced any issues with this card yet.I got it for a very good price and am very happy with it. My last Micro SD card failed on me after a few months of use and I lost everything I had (nothing was recoverable...)This one, though seems to work perfectly as designed and I haven't had an issue with it yet.Five stars because it does what I expect it to do and hasn't failed me.",5,It's a Micro SD card with a lot of storage... what more do you want?,1395619200,24-03-2014,259,0,0
A2KTI9ZCJAUZA,B007WTAJTO,Brian Bailey,"[0, 0]","Bought this 64gb micro SD for my galaxy S3 32gb smart phone.  Not only did it increase the size of my memory greatly,  the speed is noticeably better then the 16gb unit that came with my old DROID X smartphone.  I've put a thousand songs,  many pictures,  moved many apps to this storage unit and still have many gigs left both on my main phones memory and  memory card.  I will not purchase any smartphone that doesn't offer SD expansion,  and look forward to the next step to 128gb or higher.",5,The best speed and largest size for Galaxy S3,1383782400,11-07-2013,515,0,0
A13CZ8CTDBAY68,B007WTAJTO,Brian C.,"[0, 0]",These are great little cards and are very fast. The only thing I hate about microSD is that they are so dang small and the slots are spring loaded. I have lost a couple from them shooting across the room.,4,fast,1398729600,29-04-2014,223,0,0
A24XP6B2GKT3PI,B007WTAJTO,Brian Ginett,"[0, 0]",I use the phone with this card in combination with an Eye-Fi Mobi card  to back up photos when I'm in the field.,4,Lots of pictures on the phone,1375574400,08-04-2013,609,0,0
AG00GCJIY5B77,B007WTAJTO,"Brian Gould ""I am a Sci-Fi tech guy with a lo...","[0, 0]","This MicroSD card made for a great upgrade for my Galaxy S 3's storage capacity.  The card performs efficient read/writes and is giving my phone the kind of data storage I never thought I'd have.  If anyone is looking for enough storage space on their phone or tablet for a large amount of pictures, video's, apps, or even document files, this may be exactly what you're looking for.",5,Excellent Performance with great storage capacity,1379980800,24-09-2013,440,0,0
AL642TNDAM6NS,B007WTAJTO,"Brian Hammerman ""brian""","[0, 0]",so fr it been great  i need it for my not 0. 2014 table  too bad it cost so much but  it is what it is,5,what an i say it  a merry card,1392508800,16-02-2014,295,0,0
A772JEY1EJ84,B007WTAJTO,Brian,"[0, 0]","I bought this for my Samsung Galaxy Note 2.  It works perfectly with no strange behavior, great speed, and the SanDisk name to back it up.  Very happy with this purchase and highly recommend.",5,works great in my GN2,1399420800,05-07-2014,156,0,0
AN73K3EXEALIS,B007WTAJTO,brian,"[0, 0]","I have only had this card for a month so far so good. Just got a new phone card no longer needed for that I am now using it for my camera, works great for that it is older Cannon Elph 5 MP and i get 1000 PICs wiith this card.. read writes speeds are great in both phone and camera.",5,Great card,1392508800,16-02-2014,295,0,0
A307NQUNPYIINB,B007WTAJTO,Brian,"[0, 0]","initially bought for a tablet, ended up using in my nikon camera. More storage, so I can't complain! Sandisk has always been a high quality and dependable storage solution for my electronics.",5,Only buy sandisk,1404604800,07-06-2014,184,0,0
A2KU6WDSZRFJOB,B007WTAJTO,Brian Higgs,"[0, 0]",I added this to my Samsung S3 32gb phone and it works great. I can store most of my music for when i travel. I will nevery have to listen to the same thing on a signal trip.,4,Works with my Samsung S3,1358467200,18-01-2013,689,0,0
A1RX56M83SMSX4,B007WTAJTO,BrianInNC,"[0, 0]","it works and it is just as fast as it is supposed, stores pictures as fast as I can click.",5,it works,1373587200,07-12-2013,366,0,0
A3EJZJQCMRRFT2,B007WTAJTO,Brian J. Mcmahon,"[0, 0]",I use this in an ASUS Android tablet. I've had no problems using it to transfer data between the tablet and PC. No trouble with storage errors either.,5,No problems in Asus Tablet,1396742400,04-06-2014,187,0,0
A34UZMZ043704I,B007WTAJTO,Brian J. Rueger,"[0, 0]","Does exactly what it is supposed to do.  I cannot think of any complaints.  Other than it is very small......  Be very careful.  I am glad they put some red on this - makes it easier to find if you should drop it,",5,Excellent,1388880000,01-05-2014,221,0,0
A1OTE0F23XATL1,B007WTAJTO,Brian K. Jacobi,"[0, 0]",for my note pro.  note pro says 29.71 GB available...the mysterious 2.29 GB black hole strikes again.,5,for my note pro. note pro says 29. ...,1404172800,07-01-2014,335,0,0
A1XCS850RWF6CR,B007WTAJTO,"Brian ""LabRat""","[0, 0]","Great fast storage. Works great as my Galaxy S4 storage card. You can always rely on sandisk products. Pay a little more sometimes, but worth it.",5,SDXC 64GB,1391299200,02-02-2014,309,0,0
A32KO9M79A1HB,B007WTAJTO,Brian LaCount,"[0, 0]",Using this is my Surface Pro. Works great. &#128522; You have to Love Amazon,5,Works Great... You have to Love Amazon,1404518400,07-05-2014,215,0,0
A3VHWN7I7GD8T5,B007WTAJTO,brian longggg,"[1, 1]","its soooooo fast and gives you alot of space, and i love the free app it comes with you can control all the data on the device and sd card. just pop it in and go to settings. i reccomend this to everyone",5,USE IT FOR MY SAMSUNG TABLET 3 8 INCH,1374192000,19-07-2013,507,1,1
A10YTT24P9KI84,B007WTAJTO,Brian McL,"[0, 0]","They work great and I haven't had any issues with these cards.  I don't like using the adapters, but in a pinch I also used this in my Canon HS300 camera for 1080 video and photos with no issue.  They have very fast read/write speeds and have been quite reliable so far for me.",5,I bought 3 of these for my GoPro 3,1371513600,18-06-2013,538,0,0
A3AWY26ICPDWUC,B007WTAJTO,Brian Miller,"[0, 0]",I have had this for about a year and it has worked flawlessly.  I use it add to the capacity of my MacBook Air and it has given me 50% more storage space.  Great product.,5,Works as it should,1392336000,14-02-2014,297,0,0
A180KZDFKTR71K,B007WTAJTO,Brian Nguyen,"[0, 0]","I bought this memory card the day I received my Samsung Galaxy S4. It arrived in two days via Prime, plugged it in and formatted. It offers 59.45 GBs of usable space. Being that the card is Class 10, reads are super fast and writes are great. UHS-1 is, sadly, mostly only supported by DSLRs, so most smartphones and devices won't take advantage of the super, super speed, but nonetheless, the card is fast.This card has lots of storage, affordable, transfers and reads fast. I'd recommend this for people who carry a lot of media, such as music and videos.",5,Bought for Galaxy S4,1373068800,07-06-2013,549,0,0
A3MY6MIWDUJTJC,B007WTAJTO,Brian Novak,"[0, 0]","i got this for my GoPro hero3 and so far its working great. The GoPro's really eat up the flash memory so I bought 3 of the 32 GB models. i suggest that unless you are going on a particularly long scuba dive or adventure, you should get the 32 GB over the 64 GB cards as it spreads out the risk of any one card failure causing loss of all your videos.",5,no problems,1380412800,29-09-2013,435,0,0
A13OME7734SQPS,B007WTAJTO,Brians Audio,"[0, 0]",This Micro SD card works great. I even formatted it to FAT32 to use in my car for my TV headunit and have had no issues. Plus when i bought it it was down to 34.99 from 50.00. Great deal. I recommend setting an alert on www . camel camel camel . com so you get the best price.,5,Great Card - Keep an eye on the price.,1386547200,12-09-2013,452,0,0
A2V8T1QZ1C8J61,B007WTAJTO,Brian Sirimaturos,"[0, 0]",Card works great and I use it for our GoPro Hero 3 exclusively.  No issues at all while on a Yellowstone trip,5,As described.  Great capacity,1375056000,29-07-2013,497,0,0
A2KWDY25OJOV48,B007WTAJTO,Brian Sixbey,"[0, 0]","I wanted to increase the capacity of my tablet (Lenovo K1). To be sure it was at full capacity (call me paranoid), I checked it on my computer. Then, I moved some files on and off. This is one speed demon!",5,speedster,1353542400,22-11-2012,746,0,0
A3H8YOP2THOYW1,B007WTAJTO,Brian Tvenstrup,"[0, 0]","I use this card in a Galaxy Note 10.1 and I have been very pleased with its performance.  It is noticeably faster than the class 4 card I replaced.  I use it for storing (and then watching) movies, and it plays them back with no observable buffering time.  It is also fast for writing photos or videos that I shoot using the camera on the tablet.  And the cost was among the lowest for cards of this storage size and speed class.",5,fast r/w access at a low cost,1360368000,02-09-2013,462,0,0
A11ZTX4H2WHO39,B007WTAJTO,Briareos,"[0, 0]",Honestly I just don't care anymore. If this thing works as intended then I suppose its fast to me. Get it.,5,Fast I guess...,1402876800,16-06-2014,175,0,0
A1ZKK6G96SA61,B007WTAJTO,BridgeImages,"[0, 0]",I really wouldn't know how to rate a chip except to say that it works.  It is obviously slower than a USB 3.0 flash drive but it is working well in my Asus T100.  I use it as my D:\drive for all data and scripts.,5,Seems good to me,1392336000,14-02-2014,297,0,0
A1Z5E1Z9V8G2SU,B007WTAJTO,"Brier Bear ""Robert""","[0, 0]","Used in new smart phone, seems to be working well so far. Three months on the clock. Time will tell re durability.",5,Good C10 MicroSDHC,1383696000,11-06-2013,545,0,0
ATAMEG8K7CC3O,B007WTAJTO,"Brinkman242 ""Brinkman242""","[0, 0]","The only memory I use for most devices.  Have never had one fail, whether it be this microSDHC, compact flash, SD, flash drives, etc.  Great company.",5,SanDisk,1361577600,23-02-2013,653,0,0
A1M99WLZZZY2OU,B007WTAJTO,brockap,"[0, 0]","Got this card for my Surface RT, which, BTW is the worst tablet ever. No problems gets and it recognized it as soon as I put it in.",5,no problems yet in my Surface RT,1379635200,20-09-2013,444,0,0
AVE93C3GPMTN2,B007WTAJTO,Broken,"[0, 0]","I had been using a no name micro SD card in my phone for a while now. It was made by 3C, but it was 16GB and class 10 for really cheap. It actually didn't give me any problems at all so would buy another one in a heartbeat.Anyways, my son wanted more games on his PSP (my PSP actually) so I used that 16GB card there with an adapter so I was in the market for a new card.I got this card because I trust the SanDisk brand, it was 32GB, and the price was cheaper than most. I plugged it in my phone and have not had a problem at all. I can't tell you anything specifically positive, but that is okay in my book considering it means I don't have anything negative to say either. No news is good news sometimes. Everything is smooth and there are no issues. I would buy this card again, recommend it to anybody who needs one, or buy a larger size from them when the time eventually comes.",5,Great SD card,1372809600,07-03-2013,641,0,0
A3RKD45W10QX81,B007WTAJTO,brooklou,"[0, 0]",I bought this to expand the memory in my HTC Evo 4G LTE phone. Works great and the adapter is a nice touch.,5,Works as intended,1362528000,03-06-2013,553,0,0
A31HBO93NLYQD2,B007WTAJTO,Bruce Chua,"[0, 0]","Purchased it for use on my Samsung Tab 2 as well as my Note 3.The msd card came with 3 possible formatting : NTFS / FAT /exFAT. The default is exFAT, and there seemed to be some comments saying that certain devices might not be able to read exFAT.Being the smart alec I am, i decided to format it to NTFS, assuming that my android devices will work with it. Tab2 was not able to read NTFS, and I had to reformat it back to FAT in order to get it work.Subsequently, I tried using those USB-SD card reader (those that looks like a tiny usb drive)and realised that apparently the SD card formatting is too new, and it simply will not register as 64GB, but can only read up to 32GB.Have not tried on Note 3 yet, but should work seeing that the technology is pretty on par.",4,Good purchase though some limitations,1387497600,20-12-2013,353,0,0
A1MQI2J8PVD7BM,B007WTAJTO,Bruce E. Harang,"[0, 0]",These ultra SanDisk memory cards work perfectly and for photo work in high pixel count cameras cycle extremely quickly. The,5,Top quality that works,1373068800,07-06-2013,549,0,0
ALZQ9D8V53TI2,B007WTAJTO,Bruce/Emily,"[0, 0]","Glad I purchased this item for use with my Samsung Galaxy s3, Im able to record video in HD or store almost anything you'd wanna have on your cell phone or etc..",5,love the quality and size,1368835200,18-05-2013,569,0,0
A2UNWZVZWZCNJN,B007WTAJTO,Bruce,"[0, 0]",Also fast .. Not much more I can say. I bought two.Would buy again and would recommend to u all,5,Great card,1381881600,16-10-2013,418,0,0
AU8L928OSJIP5,B007WTAJTO,Bruce,"[0, 0]","I bought this an formatted it to FAT32 so I can use it in a devices that say they only allow 32GB card.  To do this you must find a program that will format card above 32GB into FAT32.  Windows will not format anything 32GB and higher in FAT32, so try this site for a program to do it in:  [...]",5,It can use it in devices that say only 32GB support,1362700800,03-08-2013,492,0,0
A355G2K2SBHYLS,B007WTAJTO,Bruce,"[0, 0]",I have recently purchased a Samsug Galaxy tablet. The SanDisk 32 Gb. Memory Card was an excellent addition to the already powerful tablet PC.,5,Worked Great,1394582400,03-12-2014,5,0,0
A1N1XZ2R86DNNU,B007WTAJTO,Bruce,"[0, 0]",I use this with my Go Pro Hero 3 Black edition and it works great!  Get it! Buy it! Its definitely worth it!,5,Super awesome,1363996800,23-03-2013,625,0,0
AQZ1VXTL6QZPU,B007WTAJTO,"Bruce M OBrien ""Bruce""","[0, 1]",No comment - bought for a friend.  No comment - bought for a friend  No comment - bought for a friend.,5,no comment - bought for a friend,1355184000,12-11-2012,756,0,1
A27M75LRSJ788H,B007WTAJTO,Bruce Sobocinski,"[1, 1]",Works awesome in my galaxy s3. Fast as could be and so much storage for music and pictures. Copys music in record time! Love the price and the product.,5,bought for galaxy s3,1360195200,02-07-2013,524,1,1
A1F2FKOF9IMNVF,B007WTAJTO,Bruni,"[0, 0]","I bought it for my wife's Samsung Galaxy SIII.  I wanted something reliable so she can store music, videos, photos.I do recommend it to family and friends.",5,Trusted Brand,1378771200,09-10-2013,425,0,0
A9THGUJ6V1EGF,B007WTAJTO,brunobv,"[0, 0]","Using it on a Canon 6D. No camplains at all. Really fast access. The adapter itself is not at same level, even though. Bad connection, had to use a previous adapter that I already had.",5,"so far, so good",1370908800,06-11-2013,397,0,0
ADHEN35LB2X3V,B007WTAJTO,Bruno Richard Hauptmann,"[0, 0]","I use SanDisk SDHC cards in my Nikon cameras. I am using this one in a SANSA ZIP CLIP which is an MP3 player.  I am very happy.Cons:  none that I can think ofPros: Fast memory, small form factor, and excessively inexpensive ($18 for 32GB)",5,SanDisk is the only way to go,1403827200,27-06-2014,164,0,0
A308WW1LERDD4Z,B007WTAJTO,Brusso,"[0, 0]",Perfect for our GoPro.  We haven't &#34;maxed&#34; it out yet so I'm not sure how much video it will hold but we've been using it for a while now & haven't had any issues with it getting full fast.,5,Perfect for our GoPro,1361750400,25-02-2013,651,0,0
AC2TZXZI9FGG8,B007WTAJTO,Bruuce,"[0, 0]",This is a great little card. No problems. I haven't done any benchmarking but everyday use is quick and flawless.,5,fast and smooth,1372896000,07-04-2013,610,0,0
ACL0T7X1THPAV,B007WTAJTO,"Bryan Cass ""Bee Ry Boogy""","[0, 1]",Quick and easy -- just insert into SD slot and gives you about 32 GB of external storage.  I like it.,5,Works fine in my Samsung Galaxy Player 5.0,1391385600,02-03-2014,281,0,1
